name;recclass;mass;fall;year;reclat;reclong
Kharkov;L6;1500;Fell;1787;50,625;35,075
Kheragur;L6;450;Fell;1860;26,95;77,88333
Khetri;H6;100;Fell;1867;28,01667;75,81667
Khmelevka;L5;6109;Fell;1929;56,75;75,33333
Khohar;L3.6;9700;Fell;1910;25,1;81,53333
Khor Temiki;Aubrite;3200;Fell;1932;16;36
Kidairat;H6;100000;Fell;1983;14;28
Kiel;L6;737,6;Fell;1962;54,4;10,15
Kiffa;H5;1500;Fell;1970;16,58333;-11,33333
Kijima (1906);Stone-uncl;331;Fell;1906;36,85;138,38333
Kikino;H6;195;Fell;1809;55;34
Kilabo;LL6;19000;Fell;2002;12,76667;9,8
Kilbourn;H5;772;Fell;1911;43,58333;-89,6
Killeter;H6;140;Fell;1844;54,66667;-7,66667
Kingai;H6;67,4;Fell;1967;11,63333;24,68333
Kirbyville;Eucrite-mmict;97,7;Fell;1906;30,75;-95,95
Kisvars�ny;L6;1550;Fell;1914;48,16667;22,30833
Kitchener;L6;202,6;Fell;1998;43,38333;-80,38333
Klein-Wenden;H6;3250;Fell;1843;51,6;10,8
Knyahinya;L/LL5;500000;Fell;1866;48,9;22,4
Kobe;CK4;136;Fell;1999;34,73333;135,16667
Kokubunji;L6;11510;Fell;1986;34,3;133,95
Komagome;Iron;238;Fell;1926;35,73333;139,75
Konovo;LL5;90;Fell;1931;42,51667;26,16667
Ko?ice;H5;4300;Fell;2010;48,76367;21,17633
Kr�henberg;LL5;16500;Fell;1869;49,32694;7,46472
Krasnoi-Ugol;L6;2440;Fell;1829;54,03333;40,9
Krasnyi Klyuch;H5;4000;Fell;1946;54,33333;56,08333
Krutikha;OC;845,2;Fell;1906;56,8;77
Krymka;LL3.2;50000;Fell;1946;47,83333;30,76667
Kukschin;L6;2250;Fell;1938;51,15;31,7
Kulak;L5;453,6;Fell;1961;30,73111;66,80222
Kuleschovka;L6;6000;Fell;1811;50,75;33,5
Kulp;H6;3719;Fell;1906;41,11667;45
Kunashak;L6;200000;Fell;1949;55,78333;61,36667
Kunya-Urgench;H5;1.1e+06;Fell;1998;42,25;59,2
Kushiike;OC;4460;Fell;1920;37,05;138,38333
Kusiali;L6;5;Fell;1860;29,68333;78,38333
Kutais;H5;23;Fell;1977;44,51667;39,3
Kuttippuram;L6;45000;Fell;1914;10,83333;76,03333
Kuznetzovo;L6;4047;Fell;1932;55,2;75,33333
Kyushu;L6;45000;Fell;1886;32,03333;130,63333
La B�casse;L6;2800;Fell;1879;47,08333;1,75
La Charca;OC;399;Fell;1878;20,66667;-101,28333
La Colina;H5;2000;Fell;1924;-37,33333;-61,53333
La Criolla;L6;45000;Fell;1985;-31,23333;-58,16667
Laborel;H5;3833;Fell;1871;44,28333;5,58333
Lahrauli;Ureilite;900;Fell;1955;26,78333;82,71667
L'Aigle;L6;37000;Fell;1803;48,76667;0,63333
Lakangaon;Eucrite-mmict;212,5;Fell;1910;21,86667;76,03333
Lalitpur;L6;372;Fell;1887;24,45;78,56667
Lanc�;CO3.5;51700;Fell;1872;47,7;1,06667
Lancon;H6;7000;Fell;1897;43,75;5,11667
L�nghalsen;L6;2300;Fell;1947;58,85;16,73333
Lanxi;L6;1282;Fell;1986;46,24167;126,19611
Lanzenkirchen;L4;7000;Fell;1925;47,75;16,23333
Laochenzhen;H5;14250;Fell;1987;33,13333;115,16667
Launton;L6;1060;Fell;1830;51,9;-1,11667
Lavrentievka;L6;800;Fell;1938;52,45;51,56667
Le Pressoir;H5;3000;Fell;1845;47,16667;0,43333
Le Teilleul;Howardite;780;Fell;1845;48,53333;-0,86667
Leedey;L6;51500;Fell;1943;35,88333;-99,33333
Leeuwfontein;L6;460;Fell;1912;-25,66667;28,36667
Leighlinbridge;L6;271,4;Fell;1999;52,66667;-6,96667
Leighton;H5;877;Fell;1907;34,58333;-87,5
Leonovka;L6;700;Fell;1900;52,26667;32,85
Les Ormes;L6;125;Fell;1857;48,35;3,25
Lesves;L6;2000;Fell;1896;50,36667;4,73333
Lichtenberg;H6;4000;Fell;1973;-26,15;26,18333
Lillaverke;H5;6862;Fell;1930;56,65;15,86667
Limerick;H5;50000;Fell;1813;52,56667;-8,78333
Linum;L6;1862;Fell;1854;52,75;12,9
Lishui;L5;498;Fell;1978;31,63333;118,98333
Lissa;L6;12800;Fell;1808;50,2;14,85
Little Piney;L5;491;Fell;1839;37,91667;-92,08333
Lixna;H4;5213;Fell;1820;56;26,43333
Lodran;Lodranite;1000;Fell;1868;29,53333;71,8
Lohawat;Howardite;40000;Fell;1994;26,96556;72,62667
Lorton;L6;329,7;Fell;2010;38,70066;-77,21163
Los Martinez;L6;25;Fell;1894;38;-0,83333
Lost City;H5;17000;Fell;1970;36,00833;-95,15
Louisville;L6;1300;Fell;1977;38,25;-85,75
?owicz;Mesosiderite-A3;59000;Fell;1935;52;19,91667
Lua;L5;9241;Fell;1926;24,95;75,15
Luc�;L6;3500;Fell;1768;47,85;0,48333
Lumpkin;L6;340;Fell;1869;32,03333;-84,76667
Lunan;H6;2520;Fell;1980;24,8;103,3
Lundsg�rd;L6;11000;Fell;1889;56,21667;13,03333
Luotolax;Howardite;885;Fell;1813;61,2;27,7
Luponnas;H3-5;14000;Fell;1753;46,21667;5
Lusaka;Unknown;;Fell;1951;-7,21667;29,43333
Mabwe-Khoywa;L5;540;Fell;1937;19;97
Macau;H5;1500;Fell;1836;-5,2;-36,66667
Machinga;L6;93200;Fell;1981;-15,21222;35,24222
Macibini;Eucrite-pmict;1995;Fell;1936;-28,83333;31,95
Madhipura;L;1000;Fell;1950;25,91667;86,36667
Madiun;L6;400;Fell;1935;-7,75;111,53333
Madrid;L6;400;Fell;1896;40,41667;-3,71667
Mafra;L3-4;600;Fell;1941;-26,16667;-49,93333
Magnesia;Iron, IAB-sHL;5000;Fell;1899;37,86667;27,51667
Magombedze;H3-5;666,6;Fell;1990;-19,48333;31,65
Mahadevpur;H4/5;70500;Fell;2007;27,66667;95,78333
Maigatari-Danduma;H5/6;4629;Fell;2004;12,83333;9,38333
Malaga;OC;150;Fell;1933;32,21667;-104
Malakal;L5;2000;Fell;1970;9,5;31,75
Malampaka;H;470;Fell;1930;-3,13333;33,51667
Malotas;H5;;Fell;1931;-28,93333;-63,23333
Malvern;Eucrite-pmict;807;Fell;1933;-29,45;26,76667
Mamra Springs;L6;1000;Fell;1927;45,21667;62,08333
Manbhoom;LL6;1700;Fell;1863;23,05;86,7
Manegaon;Diogenite;50;Fell;1843;20,96667;76,1
Mangwendi;LL6;22300;Fell;1934;-17,65;31,6
Manych;LL3.4;3555;Fell;1951;45,81667;44,63333
Mardan;H5;4500;Fell;1948;34,23333;72,08333
Maria Linden;L4;114;Fell;1925;;
Mariaville;Iron;340;Fell;1898;42,71667;-99,38333
Maribo;CM2;25,81;Fell;2009;54,76183;11,46745
Maridi;H6;3200;Fell;1941;4,66667;29,25
Marilia;H4;2500;Fell;1971;-22,25;-49,93333
Marion (Iowa);L6;28400;Fell;1847;41,9;-91,6
Marjalahti;Pallasite, PMG;45000;Fell;1902;61,5;30,5
Marmande;L5;3000;Fell;1848;44,5;0,15
Maromandia;L6;6000;Fell;2002;-14,2;48,1
Maryville;L6;1443;Fell;1983;35,8;-84,1
Mascombes;L6;1000;Fell;1836;45,36667;1,86667
Mason Gully;H5;24,54;Fell;2010;0;0
M�ssing;Howardite;1600;Fell;1803;48,13333;12,61667
Mauerkirchen;L6;19000;Fell;1768;48,18333;13,13333
Mauritius;L6;220;Fell;1801;-20;57
Mayo Belwa;Aubrite;4850;Fell;1974;8,96667;12,08333
Mazapil;Iron, IAB-sLL;4000;Fell;1885;24,68333;-101,68333
Maziba;L6;4975;Fell;1942;-1,21667;30
Mbale;L5/6;150000;Fell;1992;1,06667;34,16667
Medanitos;Eucrite-cm;31;Fell;1953;-27,25;-67,5
Meerut;H5;22;Fell;1861;29,01667;77,8
Meester-Cornelis;H5;24750;Fell;1915;-6,23333;106,88333
Menow;H4;10500;Fell;1862;53,18333;13,15
Menziswyl;L5;28,9;Fell;1903;46,81867;7,21817
Mern;L6;4000;Fell;1878;55,05;12,06667
Meru;LL6;6000;Fell;1945;0;37,66667
Merua;H5;71400;Fell;1920;25,48333;81,98333
Messina;L5;2405;Fell;1955;38,18333;15,56667
Meuselbach;L6;870;Fell;1897;50,58333;11,1
Mezel;L6;1300;Fell;1949;45,76667;3,25
Mez�-Madaras;L3.7;22700;Fell;1852;46,5;25,73333
Mhow;L6;350;Fell;1827;25,9;83,61667
Mianchi;H5;1100;Fell;1980;34,8;111,7
Middlesbrough;L6;1600;Fell;1881;54,56667;-1,16667
Mifflin;L5;3584;Fell;2010;42,9075;-90,36556
Mighei;CM2;8000;Fell;1889;48,06667;30,96667
Mihonoseki;L6;6380;Fell;1992;35,56833;133,22
Mike;L6;224,2;Fell;1944;46,23333;17,53333
Milena;L6;10000;Fell;1842;46,18333;16,1
Millbillillie;Eucrite-mmict;330000;Fell;1960;-26,45;120,36667
Miller (Arkansas);H5;16700;Fell;1930;35,4;-92,05
Minamino;L;1040;Fell;1632;35,07833;136,93333
Mineo;Pallasite;42;Fell;1826;37,28333;14,7
Min-Fan-Zhun;LL6;5500;Fell;1952;32,33333;120,66667
Minnichhof;OC;550;Fell;1905;47,7;16,6
Mirzapur;L5;8510;Fell;1910;25,68333;83,25
Misshof;H5;5800;Fell;1890;56,66667;23
Mjelleim;H;100,7;Fell;1898;61,73333;5,93333
Mocs;L5-6;300000;Fell;1882;46,8;24,03333
Modoc (1905);L6;35000;Fell;1905;38,5;-101,1
Mokoia;CV3;4500;Fell;1908;-39,63333;174,4
Molina;H5;144000;Fell;1858;38,11667;-1,16667
Molteno;Howardite;150;Fell;1953;-31,25;26,46667
Monahans (1998);H5;2587;Fell;1998;31,60833;-102,85833
Monroe;H4;8600;Fell;1849;35,25;-80,5
Monte das Fortes;L5;4885;Fell;1950;38,01667;-8,25
Monte Milone;L5;3130;Fell;1846;43,26667;13,35
Montferr�;H5;149000;Fell;1923;43,39056;1,9625
Montlivault;L6;500;Fell;1838;47,63333;1,58333
Monze;L6;;Fell;1950;-15,96667;27,35
Moore County;Eucrite-cm;1880;Fell;1913;35,41667;-79,38333
Mooresfort;H5;3520;Fell;1810;52,45;-8,33333
Moorleah;L6;8887,5;Fell;1930;-40,975;145,6
Moradabad;L6;70;Fell;1808;28,78333;78,83333
Mor�vka;H5;633;Fell;2000;49,6;18,53333
Mornans;H5;1300;Fell;1875;44,6;5,13333
Moss;CO3.6;3763;Fell;2006;59,43333;10,7
Moti-ka-nagla;H6;1500;Fell;1868;26,83333;77,33333
Motta di Conti;H4;9150;Fell;1868;45,2;8,5
Mount Browne;H6;11300;Fell;1902;-29,8;141,7
Mount Tazerzait;L5;110000;Fell;1991;18,7;4,8
Mount Vaisi;Stone-uncl;17000;Fell;1637;44,08333;6,86667
Mtola;Stone-uncl;1100;Fell;1944;-11,5;33,5
Muddoor;L5;4400;Fell;1865;12,63333;77,01667
Mulletiwu;L;25,5;Fell;1795;9,33333;80,83333
Muraid;L6;4703;Fell;1924;24,5;90,21667
Murchison;CM2;100000;Fell;1969;-36,61667;145,2
Murray;CM2;12600;Fell;1950;36,6;-88,1
Muzaffarpur;Iron, IAB-sHL;1245;Fell;1964;26,13333;85,53333
Myhee Caunta;OC;;Fell;1842;23,05;72,63333
Nadiabondi;H5;8165;Fell;1956;12;1
Nagai;L6;1810;Fell;1922;38,12167;140,06167
Nagaria;Eucrite-cm;20;Fell;1875;26,98333;78,21667
Nagy-Borov�;L5;6100;Fell;1895;49,16667;19,5
Nakhla;Martian (nakhlite);10000;Fell;1911;31,31667;30,35
Nakhon Pathom;L6;23200;Fell;1923;13,73333;100,08333
Nammianthal;H5;4500;Fell;1886;12,28333;79,2
Nan Yang Pao;L6;52900;Fell;1917;35,66667;103,5
Nanjemoy;H6;7500;Fell;1825;38,41667;-77,16667
Nantong;H6;529;Fell;1984;32,11667;121,8
Naoki;H6;17000;Fell;1928;19,25;77
Naragh;H6;2700;Fell;1974;33,75;51,5
Narellan;L6;367,5;Fell;1928;-34,05;150,68889
Narni;Stone-uncl;;Fell;921;42,51667;12,51667
Nassirah;H4;347;Fell;1936;-21,73333;165,9
Natal;Stone-uncl;1,4;Fell;1973;;
Nawapali;CM2;105;Fell;1890;21,25;83,66667
Neagari;L6;420;Fell;1995;36,44917;136,46528
Nedagolla;Iron, ungrouped;4500;Fell;1870;18,68333;83,48333
Nejo;L6;2450;Fell;1970;9,5;35,33333
Nerft;L6;10250;Fell;1864;56,5;21,5
Neuschwanstein;EL6;6189;Fell;2002;47,525;10,80833
New Concord;L6;230000;Fell;1860;40;-81,76667
New Halfa;L4;12000;Fell;1994;15,36667;35,68333
New Orleans;H5;19256;Fell;2003;29,94718;-90,10976
Ngawi;LL3.6;1393;Fell;1883;-7,45;111,41667
N'Goureyma;Iron, ungrouped;37500;Fell;1900;13,85;-4,38333
Nicorps;Stone-uncl;;Fell;1750;49,03333;-1,43333
Niger (L6);L6;3,3;Fell;1967;;
Niger (LL6);LL6;3,3;Fell;1967;;
Nikolaevka;H4;3996;Fell;1935;52,45;78,63333
Nikolskoe;L4;6000;Fell;1954;56,11667;37,33333
Ningbo;Iron, IVA;14250;Fell;1975;29,86667;121,48333
Ningqiang;C3-ung;4610;Fell;1983;32,925;105,90667
Nio;H3-4;467;Fell;1897;34,2;131,56667
N'Kandhla;Iron, IID;17200;Fell;1912;-28,56667;30,7
Nobleborough;Eucrite-pmict;2300;Fell;1823;44,08333;-69,48333
Noblesville;H4-6;483,7;Fell;1991;40,08528;-86,055
Nogata;L6;472;Fell;861;33,725;130,75
Nogoya;CM2;4000;Fell;1879;-32,36667;-59,83333
Norfork;Iron, IIIAB;1050;Fell;1918;36,21667;-92,26667
Norton County;Aubrite;1.1e+06;Fell;1948;39,68333;-99,86667
Noventa Vicentina;H4;177;Fell;1971;45,29167;11,52722
Novo-Urei;Ureilite;1900;Fell;1886;54,81667;46
Novy-Ergi;Stone-uncl;;Fell;1662;58,55;31,33333
Novy-Projekt;OC;1001;Fell;1908;56;22
Noyan-Bogdo;L6;250;Fell;1933;42,91667;102,46667
Nuevo Mercurio;H5;50000;Fell;1978;24,3;-102,13333
Nulles;H6;5000;Fell;1851;41,63333;0,75
Numakai;H4;363;Fell;1925;43,33333;141,86667
Nyaung;Iron, IIIAB;737,6;Fell;1939;21,20833;94,91667
Nyir�brany;LL5;1100;Fell;1914;47,55;22,025
Ochansk;H4;500000;Fell;1887;57,78333;55,26667
Oesede;H5;1400;Fell;1927;52,28333;8,05
Oesel;L6;6000;Fell;1855;58,5;23
Ofeh�rt�;L6;3750;Fell;1900;47,88333;22,03333
Ogi;H6;14360;Fell;1741;33,28333;130,2
Ohaba;H5;16250;Fell;1857;46,06667;23,58333
Ohuma;L5;7700;Fell;1963;6,75;8,5
Ojuelos Altos;L6;5850;Fell;1926;38,18333;-5,4
Okabe;H5;194;Fell;1958;36,18333;139,21667
Okano;Iron, IIAB;4742;Fell;1904;35,08333;135,2
Okniny;LL6;12000;Fell;1834;50,83333;25,5
Oldenburg (1930);L6;16570;Fell;1930;52,95;8,16667
Oliva-Gandia;Stone-uncl;;Fell;1520;39;-0,03333
Olivenza;LL5;150000;Fell;1924;38,71667;-7,06667
Olmedilla de Alarc�n;H5;40000;Fell;1929;39,56667;-2,1
Omolon;Pallasite, PMG;250000;Fell;1981;64,02;161,80833
Orgueil;CI1;14000;Fell;1864;43,88333;1,38333
Orlando;Eucrite;180;Fell;2004;28,5475;-81,36222
Ornans;CO3.4;6000;Fell;1868;47,11667;6,15
Ortenau;Stone-uncl;4500;Fell;1671;48,5;8
Orvinio;H6;3400;Fell;1872;42,13333;12,93333
Oter�y;L6;246;Fell;1928;58,88333;9,4
Otomi;H;6510;Fell;1867;38,4;140,35
Ottawa;LL6;840;Fell;1896;38,6;-95,21667
Ouadangou;L5;4440;Fell;2003;12,9;0,08
Oued el Hadjar;LL6;1215,5;Fell;1986;30,18;-6,57717
Oum Dreyga;H3-5;17000;Fell;2003;24,3;-13,1
Ourique;H4;20000;Fell;1998;37,60833;-8,28
Ovambo;L6;121,5;Fell;1900;-18;16
Oviedo;H5;205;Fell;1856;43,4;-5,86667
Owrucz;OC;;Fell;1775;51,33333;28,83333
Pacula;L6;3400;Fell;1881;21,05;-99,3
Padvarninkai;Eucrite-mmict;3858;Fell;1929;55,66667;25
Paitan;H6;515;Fell;1910;17,74333;120,45583
Palahatchie;OC;;Fell;1910;32,31667;-89,71667
Palca de Aparzo;L5;1430;Fell;1988;-23,11667;-65,1
Palinshih;Iron;18000;Fell;1914;43,48333;118,61667
Palmyra;L3;135;Fell;1926;39,8;-91,5
Palolo Valley;H5;682;Fell;1949;21,3;-157,78333
Pampanga;L5;10500;Fell;1859;15,08333;120,7
Pantar;H5;2130;Fell;1938;8,06667;124,28333
Paragould;LL5;408000;Fell;1930;36,06667;-90,5
Parambu;LL5;2000;Fell;1967;-6,23333;-40,7
Paranaiba;L6;100000;Fell;1956;-19,13333;-51,66667
Park Forest;L5;18000;Fell;2003;41,48472;-87,67917
Parnallee;LL3.6;77600;Fell;1857;9,23333;78,35
Parsa;EH3;800;Fell;1942;26,2;85,4
Pasamonte;Eucrite-pmict;5100;Fell;1933;36,21667;-103,4
Patora;H6;4375;Fell;1969;20,93694;82,05
Patrimonio;L6;2121;Fell;1950;-19,53333;-48,56667
Patti;Iron;12;Fell;1922;38,13333;14,96667
Patwar;Mesosiderite-A1;37350;Fell;1935;23,15;91,18333
Pavel;H5;2968;Fell;1966;43,46667;25,51667
Pavlodar (stone);H5;142,5;Fell;1938;52,3;77,03333
Pavlograd;L6;40000;Fell;1826;48,53333;35,98333
Pavlovka;Howardite;2000;Fell;1882;52,03333;43
P�;L6;;Fell;1989;11,33367;-3,54217
Peace River;L6;45760;Fell;1963;56,13333;-117,93333
Peckelsheim;Diogenite-pm;117,8;Fell;1953;51,66667;9,25
Peekskill;H6;12570;Fell;1992;41,28333;-73,91667
Pe�a Blanca Spring;Aubrite;70000;Fell;1946;30,125;-103,11667
Peramiho;Eucrite-mmict;165;Fell;1899;-10,66667;35,5
Perpeti;L6;23474;Fell;1935;23,325;91
Perth;LL5;2;Fell;1830;56,4;-3,43333
Pervomaisky;L6;66000;Fell;1933;56,63333;39,43333
Pesyanoe;Aubrite;3393;Fell;1933;55,5;66,08333
P�t�lkol�;H5;189;Fell;1995;14,052;0,42
Petersburg;Eucrite-pmict;1800;Fell;1855;35,3;-86,63333
Pettiswood;Stone-uncl;;Fell;1779;53,53333;-7,33333
Phillips County (stone);L6;57900;Fell;1901;40;-99,25
Phu Hong;H4;500;Fell;1887;11,25;108,58333
Phum Sambo;H4;7800;Fell;1933;12;105,48333
Phuoc-Binh;L5;11000;Fell;1941;15,71667;108,1
Piancaldoli;LL3.4;13,1;Fell;1968;44,24417;11,50222
Picote;Stone-uncl;;Fell;1843;41,36667;-6,23333
Pillistfer;EL6;23250;Fell;1863;58,66667;25,73333
Piplia Kalan;Eucrite-mmict;42000;Fell;1996;26,03472;73,94167
Piquetberg;H;37;Fell;1881;-32,86667;18,71667
Pirgunje;L6;842;Fell;1882;25,8;88,45
Pirthalla;H6;1161;Fell;1884;29,58333;76
Pitts;Iron, IAB-ung;3760;Fell;1921;31,95;-83,51667
Plantersville;H6;2085;Fell;1930;30,7;-96,11667
Ple?coi;L5-6;6913;Fell;2008;45,275;26,70972
Ploschkovitz;L5;39;Fell;1723;50,53333;14,11667
Pnompehn;L6;96;Fell;1868;11,58333;104,91667
Pohlitz;L5;3000;Fell;1819;50,93333;12,13333
Pokhra;H5;350;Fell;1866;26,71667;82,66667
Pollen;CM2;253,6;Fell;1942;66,34833;14,015
Pontlyfni;Winonaite;157;Fell;1931;53,03639;-4,31944
Portales Valley;H6;71400;Fell;1998;34,175;-103,295
Portugal;Stone-uncl;4500;Fell;1796;38,5;-8
Po-wang Chen;LL;665;Fell;1933;31,41667;118,5
Prambachkirchen;L6;2125;Fell;1932;48,3025;13,94083
Pribram;H5;5555;Fell;1959;49,66667;14,03333
Pricetown;L6;900;Fell;1893;39,11667;-83,85
Puerto L�pice;Eucrite-br;500;Fell;2007;39,35;-3,51667
Pulsora;H5;560;Fell;1863;23,36667;75,18333
Pultusk;H5;250000;Fell;1868;52,76667;21,26667
Punganaru;Stone-uncl;100;Fell;1811;13,33333;78,95
Putinga;L6;300000;Fell;1937;-29,03333;-53,05
Qidong;L/LL5;1275;Fell;1982;32,08333;121,5
Qingzhen;EH3;2600;Fell;1976;26,53333;106,46667
Queen's Mercy;H6;7000;Fell;1925;-30,11667;28,7
Quenggouk;H4;6045;Fell;1857;17,76667;95,18333
Quesa;Iron, IAB-ung;10750;Fell;1898;39;-0,66667
Quija;H;17450;Fell;1990;44,61667;126,13333
Quincay;L6;65;Fell;1851;46,6;0,25
Raco;H5;5000;Fell;1957;-26,66667;-65,45
Raghunathpura;Iron, IIAB;10200;Fell;1986;27,72528;76,465
Rahimyar Khan;L5;67225;Fell;1983;28,225;70,2
Rakovka;L6;9000;Fell;1878;52,98333;37,03333
Ramnagar;L6;3766;Fell;1940;26,45;82,9
Rampurhat;LL;100;Fell;1916;24,16667;87,76667
Ramsdorf;L6;4682;Fell;1958;51,88333;6,93333
Ranchapur;H4;290,4;Fell;1917;23,98333;87,08333
Rancho de la Presa;H5;300;Fell;1899;19,86667;-100,81667
Rangala;L6;3224,5;Fell;1937;25,38333;72,01667
Raoyang;L6;4910;Fell;1919;38,2;115,7
Ras Tanura;H6;6,1;Fell;1961;26,66667;50,15
Rasgrad;Stone-uncl;24700;Fell;1740;43,5;26,53333
Ratyn;Stone-uncl;910;Fell;1880;52,2;17,98333
Red Canyon Lake;H5;18,41;Fell;2007;38,13742;-119,75812
Reliegos;L5;17300;Fell;1947;42,475;-5,33333
Rembang;Iron, IVA;10000;Fell;1919;-6,73333;111,36667
Renazzo;CR2;1000;Fell;1824;44,76667;11,28333
Renca;L5;300;Fell;1925;-32,75;-65,28333
Renqiu;L6;355;Fell;1916;38,66667;116,13333
Repeev Khutor;Iron, IIF;7000;Fell;1933;48,6;45,66667
Revelstoke;CI1;1;Fell;1965;51,33333;-118,95
Rewari;L6;3332;Fell;1929;28,2;76,66667
Rich Mountain;L6;668;Fell;1903;35,03333;-83,03333
Richardton;H5;90000;Fell;1918;46,88333;-102,31667
Richland Springs;OC;1900;Fell;1980;31,25;-99,03333
Richmond;LL5;1800;Fell;1828;37,46667;-77,5
Rio Negro;L4;1310;Fell;1934;-26,1;-49,8
Rivolta de Bassi;Stone-uncl;103,3;Fell;1491;45,48333;9,51667
Rochester;H6;340;Fell;1876;41,08333;-86,28333
Rockhampton;Stone-uncl;1641;Fell;1895;-23,38333;150,51667
Roda;Diogenite;400;Fell;1871;42,3;0,55
Rodach;Stone-uncl;2900;Fell;1775;50,35;10,8
Rose City;H5;10600;Fell;1921;44,51667;-83,95
Rowton;Iron, IIIAB;3500;Fell;1876;52,76667;-2,51667
Ruhobobo;L6;465,5;Fell;1976;-1,45;29,83333
Rumuruti;R3.8-6;67;Fell;1934;0,26667;36,53333
Rupota;L4-6;6000;Fell;1949;-10,26667;38,76667
Ryechki;L5;13000;Fell;1914;51,13333;34,5
Sabetmahet;H5;1250;Fell;1855;27,43333;82,08333
Sabrum;LL6;478;Fell;1999;23,08333;91,66667
Sagan;Stone-uncl;;Fell;1636;51,53333;14,88333
Saint-Sauveur;EH5;14000;Fell;1914;43,73333;1,38333
Saint-S�verin;LL6;271000;Fell;1966;45,3;0,23333
Sakauchi;Iron;4180;Fell;1913;35,66667;136,3
Salem;L6;61,4;Fell;1981;44,97917;-122,96944
Salles;L5;9000;Fell;1798;46,05;4,63333
Salzwedel;LL5;43;Fell;1985;52,75;11,05
Samelia;Iron, IIIAB;2462;Fell;1921;25,66667;74,86667
San Juan Capistrano;H6;56;Fell;1973;33,48472;-117,6625
San Michele;L6;237;Fell;2002;43,66667;13
San Pedro de Quiles;L6;282;Fell;1956;-31,01667;-71,4
San Pedro Jacuaro;LL6;460;Fell;1968;19,76667;-100,65
Santa Barbara;L4;400;Fell;1873;-29,2;-51,86667
Santa Cruz;CM2;60;Fell;1939;24,16667;-99,33333
Santa Isabel;L6;5500;Fell;1924;-33,9;-61,7
Santa Lucia (2008);L6;4000;Fell;2008;-31,535556;-68,489444
S�o Jose do Rio Preto;H4;927;Fell;1962;-20,81;-49,38056
Saratov;L4;200000;Fell;1918;52,55;46,55
Sasagase;H;695;Fell;1688;34,71667;137,78333
Sauguis;L6;4000;Fell;1868;43,15;-0,85
Savtschenskoje;LL4;2500;Fell;1894;47,21667;29,86667
Sayama;CM2;430;Fell;1986;35,86667;139,4
Sazovice;L5;412;Fell;1934;49,23333;17,56667
Schellin;L;7000;Fell;1715;53,35;15,05
Schenectady;H5;283,3;Fell;1968;42,86083;-73,95028
Sch�nenberg;L6;8000;Fell;1846;48,11667;10,46667
Searsmont;H5;5400;Fell;1871;44,36667;-69,2
Sedik�y;L6;240;Fell;1917;38,3;27,13333
Segowlie;LL6;6930;Fell;1853;26,75;84,78333
Selakopi;H5;1590;Fell;1939;-7,23333;107,33333
Seldebourak;H5;150;Fell;1947;22,83333;4,98333
Semarkona;LL3.00;691;Fell;1940;22,25;79
Sena;H4;4000;Fell;1773;41,71667;-0,05
Senboku;H6;866;Fell;1993;39,43833;140,51167
Seoni;H6;20000;Fell;1966;21,68389;79,50083
Seres;H4;8500;Fell;1818;41,05;23,56667
Serra de Mag�;Eucrite-cm;1800;Fell;1923;-8,38333;-36,76667
Sete Lagoas;H4;350;Fell;1908;-19,46667;-44,21667
Sevilla;LL4;180;Fell;1862;37,41667;-6
Sevrukovo;L5;101000;Fell;1874;50,61667;36,6
Sfax;L6;7000;Fell;1989;34,75;10,71667
Shalka;Diogenite;4000;Fell;1850;23,1;87,3
Sharps;H3.4;1265;Fell;1921;37,83333;-76,7
Shelburne;L5;18600;Fell;1904;44,05;-80,16667
Shergotty;Martian (shergottite);5000;Fell;1865;24,55;84,83333
Sheyang;L6;605;Fell;1976;33,65;120,06667
Shikarpur;L6;3679,7;Fell;1921;25,85;87,5775
Shuangyang;H5;3900;Fell;1971;43,5;125,66667
Shupiyan;H6;5000;Fell;1912;33,71667;74,83333
Shytal;L6;3200;Fell;1863;24,33333;90,16667
Siena;LL5;3700;Fell;1794;43,11667;11,6
Sikhote-Alin;Iron, IIAB;2.3e+07;Fell;1947;46,16;134,65333
Silao;H5;1710;Fell;1995;20,93333;-101,38333
Silistra;Achondrite-ung;0,15;Fell;1917;44,11667;27,26667
Simmern;H5;1222;Fell;1920;49,98333;7,53333
Sinai;L6;1455;Fell;1916;30,9;32,48333
Sindhri;H5;8400;Fell;1901;26,21667;69,55
Sinnai;H6;2000;Fell;1956;39,3;9,2
Sioux County;Eucrite-mmict;4100;Fell;1933;42,58333;-103,66667
Sitathali;H5;1600;Fell;1875;20,91667;82,58333
Sivas;H6;40000;Fell;1989;39,82467;36,13583
Sixiangkou;L5;630;Fell;1989;32,43333;119,86667
Ski;L6;850;Fell;1848;59,73333;10,86667
Slavetic;H5;1708;Fell;1868;45,68333;15,6
Slobodka;L4;2750;Fell;1818;55;35
Soheria;OC;72,9;Fell;1960;27,13333;84,06667
Soko-Banja;LL4;80000;Fell;1877;43,66667;21,86667
Sologne;H5;54;Fell;1860;47,36667;1,73333
So?tmany;L6;1066;Fell;2011;54,00883;22,005
Sone;H5;17100;Fell;1866;35,16667;135,33333
Songyuan;L6;36900;Fell;1993;45,25;125
Sopot;OC;958;Fell;1927;44,41667;23,5
Soroti;Iron, ungrouped;2050;Fell;1945;1,7;33,63333
